bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,tags
33333,Searching-for-God-Knows-What,Donald-Miller,3.92,0785263713,9780785263715,eng,246,23657,692,10/11/2004,Thomas-Nelson,33333 searching-for-god-knows-what donald-miller 3.92 0785263713 9780785263715 eng 246 23657 692 10/11/2004 thomas-nelson
33342,The-More-Than-Complete-Hitchhiker's-Guide-(Hitchhiker's-Guide--#1-4-+-short-story),Douglas-Adams,4.58,0681403225,9780681403222,en-US,624,433,34,11/1/1989,Longmeadow-Press,33342 the-more-than-complete-hitchhiker's-guide-(hitchhiker's-guide--#1-4-+-short-story) douglas-adams 4.58 0681403225 9780681403222 en-us 624 433 34 11/1/1989 longmeadow-press
33344,Hitchhiker's-Guide-To-The-Galaxy:-The-Filming-of-the-Douglas-Adams-classic,Robbie-Stamp/Paul-Simpson,3.9,155704676X,9781557046765,eng,184,155,18,4/22/2005,Newmarket-Press,33344 hitchhiker's-guide-to-the-galaxy:-the-filming-of-the-douglas-adams-classic robbie-stamp/paul-simpson 3.9 155704676x 9781557046765 eng 184 155 18 4/22/2005 newmarket-press
33348,Different-Seasons,Stephen-King,4.35,0708823602,9780708823606,en-GB,560,188,24,10/1/1983,Futura,33348 different-seasons stephen-king 4.35 0708823602 9780708823606 en-gb 560 188 24 10/1/1983 futura
33353,It's-Called-a-Breakup-Because-It's-Broken:-The-Smart-Girl's-Break-Up-Buddy,Greg-Behrendt/Amiira-Ruotola-(-Behrendt),4.02,0767921968,9780767921961,eng,276,8606,670,9/5/2006,Harmony,33353 it's-called-a-breakup-because-it's-broken:-the-smart-girl's-break-up-buddy greg-behrendt/amiira-ruotola-(-behrendt) 4.02 0767921968 9780767921961 eng 276 8606 670 9/5/2006 harmony
33356,Jennifer-Government,Max-Barry,3.66,0349117624,9780349117621,eng,352,10771,921,2/5/2004,Abacus,33356 jennifer-government max-barry 3.66 0349117624 9780349117621 eng 352 10771 921 2/5/2004 abacus
33363,Mama-Day,Gloria-Naylor,4.17,0679721819,9780679721819,eng,312,8922,559,4/23/1989,Vintage,33363 mama-day gloria-naylor 4.17 0679721819 9780679721819 eng 312 8922 559 4/23/1989 vintage
33365,A-Feather-on-the-Breath-of-God,Sigrid-Nunez,3.91,0312422733,9780312422738,eng,192,488,66,12/27/2005,Picador,33365 a-feather-on-the-breath-of-god sigrid-nunez 3.91 0312422733 9780312422738 eng 192 488 66 12/27/2005 picador
33367,Mitz-The-Marmoset-of-Bloomsbury,Sigrid-Nunez,3.92,193336856X,9781933368566,eng,128,134,32,2/15/2007,Soft-Skull-Press,33367 mitz-the-marmoset-of-bloomsbury sigrid-nunez 3.92 193336856x 9781933368566 eng 128 134 32 2/15/2007 soft-skull-press
33411,War-with-the-Newts,Karel-Čapek/M.-Weatherall/R.-Weatherall/Ivan-Klíma,4.17,0810114682,9780810114685,eng,348,170,22,10/7/1996,Northwestern-University-Press,33411 war-with-the-newts karel-čapek/m.-weatherall/r.-weatherall/ivan-klíma 4.17 0810114682 9780810114685 eng 348 170 22 10/7/1996 northwestern-university-press
33418,Parallel-Worlds:-A-Journey-through-Creation--Higher-Dimensions--and-the-Future-of-the-Cosmos,Michio-Kaku,4.18,1400033721,9781400033720,eng,361,15096,452,2/14/2006,Anchor,33418 parallel-worlds:-a-journey-through-creation--higher-dimensions--and-the-future-of-the-cosmos michio-kaku 4.18 1400033721 9781400033720 eng 361 15096 452 2/14/2006 anchor
33436,Key-Lime-Pie-Murder-(Hannah-Swensen--#9),Joanne-Fluke,3.85,0758210183,9780758210180,eng,342,10361,531,7/31/2007,Kensington-Publishing-Corporation,33436 key-lime-pie-murder-(hannah-swensen--#9) joanne-fluke 3.85 0758210183 9780758210180 eng 342 10361 531 7/31/2007 kensington-publishing-corporation
33437,Cherry-Cheesecake-Murder-(Hannah-Swensen--#8),Joanne-Fluke,3.91,0758202954,9780758202956,eng,382,12503,532,2/1/2007,Kensington-Publishing-Corporation,33437 cherry-cheesecake-murder-(hannah-swensen--#8) joanne-fluke 3.91 0758202954 9780758202956 eng 382 12503 532 2/1/2007 kensington-publishing-corporation
33438,Peach-Cobbler-Murder-(Hannah-Swensen--#7),Joanne-Fluke,3.92,0758201559,9780758201553,eng,384,11633,554,2/1/2006,Kensington,33438 peach-cobbler-murder-(hannah-swensen--#7) joanne-fluke 3.92 0758201559 9780758201553 eng 384 11633 554 2/1/2006 kensington
33439,Strawberry-Shortcake-Murder-(Hannah-Swensen--#2),Joanne-Fluke,3.85,1575667215,9781575667218,eng,320,14668,881,2/2/2002,Kensington,33439 strawberry-shortcake-murder-(hannah-swensen--#2) joanne-fluke 3.85 1575667215 9781575667218 eng 320 14668 881 2/2/2002 kensington
33440,Lemon-Meringue-Pie-Murder-(Hannah-Swensen--#4),Joanne-Fluke,3.87,0758215045,9780758215048,eng,352,12820,637,2/1/2004,Kensington,33440 lemon-meringue-pie-murder-(hannah-swensen--#4) joanne-fluke 3.87 0758215045 9780758215048 eng 352 12820 637 2/1/2004 kensington
33441,Fluke:-Or--I-Know-Why-the-Winged-Whale-Sings,Christopher-Moore,3.75,006056668X,9780060566685,eng,321,35450,1953,6/15/2004,Harper,33441 fluke:-or--i-know-why-the-winged-whale-sings christopher-moore 3.75 006056668x 9780060566685 eng 321 35450 1953 6/15/2004 harper
33442,Sugar-Cookie-Murder-(Hannah-Swensen--#6),Joanne-Fluke,3.75,0758206828,9780758206824,eng,380,11510,691,10/1/2005,Kensington-Publishing-Corporation,33442 sugar-cookie-murder-(hannah-swensen--#6) joanne-fluke 3.75 0758206828 9780758206824 eng 380 11510 691 10/1/2005 kensington-publishing-corporation
33443,Chocolate-Chip-Cookie-Murder-(Hannah-Swensen--#1),Joanne-Fluke,3.71,0758213506,9780758213501,eng,436,31829,1971,9/1/2006,Kensington,33443 chocolate-chip-cookie-murder-(hannah-swensen--#1) joanne-fluke 3.71 0758213506 9780758213501 eng 436 31829 1971 9/1/2006 kensington
33445,Blueberry-Muffin-Murder-(Hannah-Swensen--#3),Joanne-Fluke,3.87,1575667223,9781575667225,eng,310,13669,694,2/1/2003,Kensington,33445 blueberry-muffin-murder-(hannah-swensen--#3) joanne-fluke 3.87 1575667223 9781575667225 eng 310 13669 694 2/1/2003 kensington
33446,The-Wolf-Shall-Dwell-With-the-Lamb:-A-Spirituality-for-Leadership-in-a-Multicultural-Community,Eric-H.F.-Law,3.77,082724231X,9780827242319,eng,144,115,21,1/1/1993,Chalice-Press,33446 the-wolf-shall-dwell-with-the-lamb:-a-spirituality-for-leadership-in-a-multicultural-community eric-h.f.-law 3.77 082724231x 9780827242319 eng 144 115 21 1/1/1993 chalice-press
33447,Focus:-The-Future-of-Your-Company-Depends-on-It,Al-Ries/Laura-Ries,4.06,0060799900,9780060799908,eng,320,480,28,9/27/2005,Harper-Business,33447 focus:-the-future-of-your-company-depends-on-it al-ries/laura-ries 4.06 0060799900 9780060799908 eng 320 480 28 9/27/2005 harper-business
33448,Positioning:-The-Battle-for-Your-Mind,Al-Ries/Jack-Trout,4.04,0071359168,9780071359160,en-US,246,126,9,1/18/2001,McGraw-Hill-Education,33448 positioning:-the-battle-for-your-mind al-ries/jack-trout 4.04 0071359168 9780071359160 en-us 246 126 9 1/18/2001 mcgraw-hill-education
33449,The-22-Immutable-Laws-of-Marketing:-Violate-Them-at-Your-Own-Risk,Al-Ries/Jack-Trout,4.05,0887306667,9780887306662,en-US,143,13851,462,4/27/1994,Harper-Business,33449 the-22-immutable-laws-of-marketing:-violate-them-at-your-own-risk al-ries/jack-trout 4.05 0887306667 9780887306662 en-us 143 13851 462 4/27/1994 harper-business
33451,Horse-Sense:-How-to-Pull-Ahead-on-the-Business-Track,Al-Ries/Jack-Trout,3.82,0452267641,9780452267640,eng,240,40,5,3/1/1992,Plume,33451 horse-sense:-how-to-pull-ahead-on-the-business-track al-ries/jack-trout 3.82 0452267641 9780452267640 eng 240 40 5 3/1/1992 plume
33453,You-Suck-(A-Love-Story--#2),Christopher-Moore,3.83,0060590297,9780060590291,eng,328,42028,2416,1/16/2007,William-Morrow,33453 you-suck-(a-love-story--#2) christopher-moore 3.83 0060590297 9780060590291 eng 328 42028 2416 1/16/2007 william-morrow
33454,Bloodsucking-Fiends-(A-Love-Story--#1),Christopher-Moore,3.94,0060735414,9780060735418,eng,300,52843,1868,6/1/2004,HarperCollins,33454 bloodsucking-fiends-(a-love-story--#1) christopher-moore 3.94 0060735414 9780060735418 eng 300 52843 1868 6/1/2004 harpercollins
33455,Island-of-the-Sequined-Love-Nun,Christopher-Moore,3.8,0060735449,9780060735449,eng,325,27534,1247,5/25/2004,Harper-Perennial,33455 island-of-the-sequined-love-nun christopher-moore 3.8 0060735449 9780060735449 eng 325 27534 1247 5/25/2004 harper-perennial
33456,A-Dirty-Job-(Grim-Reaper--#1),Christopher-Moore,4.07,0060590270,9780060590277,en-US,387,90947,5477,3/21/2006,William-Morrow,33456 a-dirty-job-(grim-reaper--#1) christopher-moore 4.07 0060590270 9780060590277 en-us 387 90947 5477 3/21/2006 william-morrow
33457,Practical-Demonkeeping-(Pine-Cove--#1),Christopher-Moore,3.83,0060735422,9780060735425,eng,256,37206,1353,5/25/2004,Perennial-/-William-Morrow-/-HarperCollins,33457 practical-demonkeeping-(pine-cove--#1) christopher-moore 3.83 0060735422 9780060735425 eng 256 37206 1353 5/25/2004 perennial-/-william-morrow-/-harpercollins
33458,The-Lust-Lizard-of-Melancholy-Cove-(Pine-Cove--#2),Christopher-Moore,3.87,0060735457,9780060735456,en-US,304,29113,1203,5/25/2004,William-Morrow-Paperbacks,33458 the-lust-lizard-of-melancholy-cove-(pine-cove--#2) christopher-moore 3.87 0060735457 9780060735456 en-us 304 29113 1203 5/25/2004 william-morrow-paperbacks
33464,Granta-7,Bill-Buford/Clive-Sinclair/Graham-Swift/Martin-Amis/Rose-Tremain/A.N.-Wilson/Pat-Barker/Julian-Barnes/Ursula-Bentley/William-Boyd/Buchi-Emecheta/Alan-Judd/Maggie-Gee/Kazuo-Ishiguro/Adam-Mars-Jones/Ian-McEwan/Shiva-Naipaul/Philip-Norman/Christopher-Priest/Salman-Rushdie/Lisa-St.-Aubin-de-Terán,3.94,0140140824,9780140140828,eng,320,2,1,4/1/2013,Granta-Books,33464 granta-7 bill-buford/clive-sinclair/graham-swift/martin-amis/rose-tremain/a.n.-wilson/pat-barker/julian-barnes/ursula-bentley/william-boyd/buchi-emecheta/alan-judd/maggie-gee/kazuo-ishiguro/adam-mars-jones/ian-mcewan/shiva-naipaul/philip-norman/christopher-priest/salman-rushdie/lisa-st.-aubin-de-terán 3.94 0140140824 9780140140828 eng 320 2 1 4/1/2013 granta-books
33473,Will-Eisner's-New-York:-Life-in-the-Big-City-(The-New-York-Tetralogy--#1-4),Will-Eisner/Neil-Gaiman,4.37,039306106X,9780393061062,eng,421,1299,71,10/17/2006,W.-W.-Norton--Company,33473 will-eisner's-new-york:-life-in-the-big-city-(the-new-york-tetralogy--#1-4) will-eisner/neil-gaiman 4.37 039306106x 9780393061062 eng 421 1299 71 10/17/2006 w.-w.-norton--company
33474,Graphic-Storytelling-and-Visual-Narrative,Will-Eisner,4.08,0961472820,9780961472825,en-US,164,1789,30,10/1/1996,Poorhouse-Press,33474 graphic-storytelling-and-visual-narrative will-eisner 4.08 0961472820 9780961472825 en-us 164 1789 30 10/1/1996 poorhouse-press
33477,The-Best-of-the-Spirit,Will-Eisner/Neil-Gaiman,3.92,1401207553,9781401207557,eng,187,786,95,11/1/2005,DC-Comics,33477 the-best-of-the-spirit will-eisner/neil-gaiman 3.92 1401207553 9781401207557 eng 187 786 95 11/1/2005 dc-comics
33478,The-Plot:-The-Secret-Story-of-the-Protocols-of-the-Elders-of-Zion,Will-Eisner/Stephen-Eric-Bronner/Umberto-Eco/Sergei-Nilus,3.74,0393328600,9780393328608,eng,160,1109,134,5/17/2006,W.-W.-Norton--Company,33478 the-plot:-the-secret-story-of-the-protocols-of-the-elders-of-zion will-eisner/stephen-eric-bronner/umberto-eco/sergei-nilus 3.74 0393328600 9780393328608 eng 160 1109 134 5/17/2006 w.-w.-norton--company
33481,Will-Eisner-Sketchbook,Will-Eisner,4.31,1569719608,9781569719602,eng,200,42,2,2/3/2004,Dark-Horse-Comics,33481 will-eisner-sketchbook will-eisner 4.31 1569719608 9781569719602 eng 200 42 2 2/3/2004 dark-horse-comics
33484,The-Conquering-Sword-of-Conan-(Conan-the-Cimmerian--#3),Robert-E.-Howard/Gregory-Manchess/Patrice-Louinet,4.33,0345461533,9780345461537,eng,416,3697,83,11/29/2005,Del-Rey,33484 the-conquering-sword-of-conan-(conan-the-cimmerian--#3) robert-e.-howard/gregory-manchess/patrice-louinet 4.33 0345461533 9780345461537 eng 416 3697 83 11/29/2005 del-rey
33488,Conan-and-the-Demons-of-Khitai,Akira-Yoshida/Pat-Lee/Paul-Lee/C.B.-Cebulski,3.31,159307543X,9781593075439,eng,90,130,16,7/25/2006,Dark-Horse-Books,33488 conan-and-the-demons-of-khitai akira-yoshida/pat-lee/paul-lee/c.b.-cebulski 3.31 159307543x 9781593075439 eng 90 130 16 7/25/2006 dark-horse-books
33489,Call-of-Cthulhu:-Horror-Roleplaying-(Call-of-Cthulhu-RPG),Sandy-Petersen/Lynn-Willis,4.45,1568821816,9781568821818,eng,320,7011,39,3/30/2005,Chaosium,33489 call-of-cthulhu:-horror-roleplaying-(call-of-cthulhu-rpg) sandy-petersen/lynn-willis 4.45 1568821816 9781568821818 eng 320 7011 39 3/30/2005 chaosium
33490,The-Call-of-Cthulhu-and-Other-Weird-Stories,H.P.-Lovecraft,4.22,0141187069,9780141187068,en-GB,420,809,74,7/25/2002,Penguin-Books,33490 the-call-of-cthulhu-and-other-weird-stories h.p.-lovecraft 4.22 0141187069 9780141187068 en-gb 420 809 74 7/25/2002 penguin-books
33491,The-Keeper's-Companion-2:-Prohibition--Firearms--Tomes--&-Creatures-(Call-of-Cthulhu-RPG),Lynn-Willis/Brian-M.-Sammons/Adam-Gauntlett/William-Dietze/Greg-Henrikson/Charles-P.-Zaglanis/J.-Gordon-Olmstead-Dean/M.J.-Lempert/James-Crowder,3.71,1568821867,9781568821863,eng,170,41,1,12/1/2002,Chaosium,33491 the-keeper's-companion-2:-prohibition--firearms--tomes--&-creatures-(call-of-cthulhu-rpg) lynn-willis/brian-m.-sammons/adam-gauntlett/william-dietze/greg-henrikson/charles-p.-zaglanis/j.-gordon-olmstead-dean/m.j.-lempert/james-crowder 3.71 1568821867 9781568821863 eng 170 41 1 12/1/2002 chaosium
33492,Secrets-of-New-York-(Call-of-Cthulhu-RPG),William----Jones,3.63,1568821808,9781568821801,eng,180,27,2,6/12/2005,Chaosium,33492 secrets-of-new-york-(call-of-cthulhu-rpg) william----jones 3.63 1568821808 9781568821801 eng 180 27 2 6/12/2005 chaosium
33493,The-Keeper's-Companion-Vol.-1-(Call-of-Cthulhu-RPG),Keith-Herber/Brian-M.-Sammons/William-Dietze/Chaosium-Inc.,3.92,1568821441,9781568821443,eng,208,65,1,9/15/2003,Chaosium,33493 the-keeper's-companion-vol.-1-(call-of-cthulhu-rpg) keith-herber/brian-m.-sammons/william-dietze/chaosium-inc. 3.92 1568821441 9781568821443 eng 208 65 1 9/15/2003 chaosium
33494,Secrets-of-San-Francisco:-A-1920s-Sourcebook-for-the-City-by-the-Bay-(Call-of-Cthulhu-RPG),Cody-Goodfellow,3.86,1568821875,9781568821870,eng,189,18,0,4/1/2006,Chaosium,33494 secrets-of-san-francisco:-a-1920s-sourcebook-for-the-city-by-the-bay-(call-of-cthulhu-rpg) cody-goodfellow 3.86 1568821875 9781568821870 eng 189 18 0 4/1/2006 chaosium
33496,Miskatonic-University:-Dire-Secrets-&-Campus-Life-(Call-of-Cthulhu-RPG),Sam-Johnson/Sandy-Antunes,4.12,1568821409,9781568821405,eng,242,38,0,10/12/2005,Chaosium,33496 miskatonic-university:-dire-secrets-&-campus-life-(call-of-cthulhu-rpg) sam-johnson/sandy-antunes 4.12 1568821409 9781568821405 eng 242 38 0 10/12/2005 chaosium
33497,Call-of-Cthulhu:-Horror-Roleplaying-(Call-of-Cthulhu-RPG),Sandy-Petersen/Lynn-Willis,4.45,1568821484,9781568821481,eng,288,34,1,1/1/2000,Chaosium,33497 call-of-cthulhu:-horror-roleplaying-(call-of-cthulhu-rpg) sandy-petersen/lynn-willis 4.45 1568821484 9781568821481 eng 288 34 1 1/1/2000 chaosium
33498,Shadows-of-Yog-Sothoth-(Call-of-Cthulhu-RPG),Sandy-Petersen,3.9,1568821743,9781568821740,eng,180,63,2,8/15/2004,Chaosium,33498 shadows-of-yog-sothoth-(call-of-cthulhu-rpg) sandy-petersen 3.9 1568821743 9781568821740 eng 180 63 2 8/15/2004 chaosium
33501,Song-of-Cthulhu:-Tales-of-the-Spheres-Beyond-Sound,Stephen-Mark-Rainey/H.P.-Lovecraft/Ramsey-Campbell/Edward-P.-Berglund/Fred-Chappel/Caitlín-R.-Kiernan/Thomas-F.-Montelone/E.A.-Lustig/Brian-McNaughton/William-R.-Trotter,3.67,1568821174,9781568821177,eng,211,45,4,12/3/2005,Chaosium,33501 song-of-cthulhu:-tales-of-the-spheres-beyond-sound stephen-mark-rainey/h.p.-lovecraft/ramsey-campbell/edward-p.-berglund/fred-chappel/caitlín-r.-kiernan/thomas-f.-montelone/e.a.-lustig/brian-mcnaughton/william-r.-trotter 3.67 1568821174 9781568821177 eng 211 45 4 12/3/2005 chaosium
33507,Twenty-Thousand-Leagues-Under-the-Sea-(Extraordinary-Voyages--#6),Jules-Verne/Anthony-Bonner,3.88,076072850X,9780760728505,eng,394,142879,3087,4/1/2002,Barnes-&-Noble,33507 twenty-thousand-leagues-under-the-sea-(extraordinary-voyages--#6) jules-verne/anthony-bonner 3.88 076072850x 9780760728505 eng 394 142879 3087 4/1/2002 barnes-&-noble
33512,One-Thousand-White-Women:-The-Journals-of-May-Dodd-(One-Thousand-White-Women--#1),Jim-Fergus,3.88,0312199430,9780312199432,eng,434,100949,7615,2/15/1999,St.-Martin's-Griffin,33512 one-thousand-white-women:-the-journals-of-may-dodd-(one-thousand-white-women--#1) jim-fergus 3.88 0312199430 9780312199432 eng 434 100949 7615 2/15/1999 st.-martin's-griffin
33513,The-White-Man's-Burden:-Why-the-West's-Efforts-to-Aid-the-Rest-Have-Done-So-Much-Ill-and-So-Little-Good,William-Easterly,3.83,0143038826,9780143038825,eng,436,4473,232,3/1/2007,Penguin-Books,33513 the-white-man's-burden:-why-the-west's-efforts-to-aid-the-rest-have-done-so-much-ill-and-so-little-good william-easterly 3.83 0143038826 9780143038825 eng 436 4473 232 3/1/2007 penguin-books
33514,The-Elements-of-Style,William-Strunk-Jr./E.B.-White,4.19,0205313426,9780205313426,en-US,128,53669,2526,9/3/1999,Pearson,33514 the-elements-of-style william-strunk-jr./e.b.-white 4.19 0205313426 9780205313426 en-us 128 53669 2526 9/3/1999 pearson
33532,Dracula,Bram-Stoker,3.99,014062063X,9780140620634,eng,449,1683,120,4/28/1994,Penguin-Books,33532 dracula bram-stoker 3.99 014062063x 9780140620634 eng 449 1683 120 4/28/1994 penguin-books
33536,Happy-Hour-at-Casa-Dracula-(Casa-Dracula--#1),Marta-Acosta,3.59,1416520384,9781416520382,en-US,314,2000,238,7/4/2006,Pocket-Books,33536 happy-hour-at-casa-dracula-(casa-dracula--#1) marta-acosta 3.59 1416520384 9781416520382 en-us 314 2000 238 7/4/2006 pocket-books
33537,Frankenstein,Mary-Wollstonecraft-Shelley/Susan-J.-Wolfson,3.79,0321399536,9780321399533,eng,431,230,28,7/1/2006,Pearson,33537 frankenstein mary-wollstonecraft-shelley/susan-j.-wolfson 3.79 0321399536 9780321399533 eng 431 230 28 7/1/2006 pearson
33538,World-War-One-British-Poets:-Brooke--Owen--Sassoon--Rosenberg-and-Others,Candace-Ward,4.02,0486295680,9780486295688,eng,71,469,40,4/22/1997,Dover-Publications,33538 world-war-one-british-poets:-brooke--owen--sassoon--rosenberg-and-others candace-ward 4.02 0486295680 9780486295688 eng 71 469 40 4/22/1997 dover-publications
33539,World-War-II:-A-Short-History,Michael-J.-Lyons,3.9,0130977691,9780130977694,en-US,343,72,6,6/19/2003,Routledge,33539 world-war-ii:-a-short-history michael-j.-lyons 3.9 0130977691 9780130977694 en-us 343 72 6 6/19/2003 routledge
33541,A-Short-History-of-World-War-I,James-L.-Stokesbury,3.95,0688001297,9780688001292,eng,352,353,43,2/1/1981,William-Morrow-Paperbacks,33541 a-short-history-of-world-war-i james-l.-stokesbury 3.95 0688001297 9780688001292 eng 352 353 43 2/1/1981 william-morrow-paperbacks
33543,Collected-Stories--Vol.-2,Richard-Matheson/Stanley-Wiater/Jack-Finney/George-Clayton-Johnson,4.32,1887368795,9781887368797,eng,453,185,11,3/25/2005,Gauntlet-Press,33543 collected-stories--vol.-2 richard-matheson/stanley-wiater/jack-finney/george-clayton-johnson 4.32 1887368795 9781887368797 eng 453 185 11 3/25/2005 gauntlet-press
33544,Nightmare-At-20-000-Feet,Richard-Matheson/Stephen-King,4.09,0312878273,9780312878276,eng,336,6502,272,1/5/2002,Tor-Books,33544 nightmare-at-20-000-feet richard-matheson/stephen-king 4.09 0312878273 9780312878276 eng 336 6502 272 1/5/2002 tor-books
33546,Earthbound,Logan-Swanson/Richard-Matheson,3.25,0765311712,9780765311719,eng,223,527,60,4/16/2005,Tor-Books,33546 earthbound logan-swanson/richard-matheson 3.25 0765311712 9780765311719 eng 223 527 60 4/16/2005 tor-books
33547,Hell-House,Richard-Matheson,3.79,0727860992,9780727860996,eng,301,29779,1488,7/1/2004,Severn-House-Publishers,33547 hell-house richard-matheson 3.79 0727860992 9780727860996 eng 301 29779 1488 7/1/2004 severn-house-publishers
33550,Noir:-Three-Novels-of-Suspense,Richard-Matheson,3.69,0765311402,9780765311405,eng,385,150,14,10/1/2005,Forge-Books,33550 noir:-three-novels-of-suspense richard-matheson 3.69 0765311402 9780765311405 eng 385 150 14 10/1/2005 forge-books
33551,7-Steps-to-Midnight,Richard-Matheson,3.48,0765308371,9780765308375,en-US,320,423,44,7/18/2003,Forge-Books,33551 7-steps-to-midnight richard-matheson 3.48 0765308371 9780765308375 en-us 320 423 44 7/18/2003 forge-books
33554,Duel,Richard-Matheson/Ray-Bradbury,4.04,0312878265,9780312878269,eng,400,1824,71,1/4/2003,Tor-Books,33554 duel richard-matheson/ray-bradbury 4.04 0312878265 9780312878269 eng 400 1824 71 1/4/2003 tor-books
33555,What-Dreams-May-Come,Richard-Matheson,3.95,0765308703,9780765308702,eng,288,9298,830,1/1/2004,Tor-Books,33555 what-dreams-may-come richard-matheson 3.95 0765308703 9780765308702 eng 288 9298 830 1/1/2004 tor-books
33557,Richard-Matheson's-Hell-House--Book-2,Ian-Edginton/Simon-Fraser,4.5,1932382720,9781932382723,eng,48,8,0,3/15/2005,IDW-Publishing,33557 richard-matheson's-hell-house--book-2 ian-edginton/simon-fraser 4.5 1932382720 9781932382723 eng 48 8 0 3/15/2005 idw-publishing
33559,Bloodlines,Richard-Matheson/Mark-Dawidziak,4.02,1887368884,9781887368889,eng,520,42,3,1/1/2007,Gauntlet-Press,33559 bloodlines richard-matheson/mark-dawidziak 4.02 1887368884 9781887368889 eng 520 42 3 1/1/2007 gauntlet-press
33561,The-Bridegroom,Ha-Jin,3.77,0375724931,9780375724930,eng,240,1800,168,9/11/2001,Vintage,33561 the-bridegroom ha-jin 3.77 0375724931 9780375724930 eng 240 1800 168 9/11/2001 vintage
33563,Under-the-Red-Flag,Ha-Jin,3.88,1581950063,9781581950069,eng,224,356,28,6/1/1998,Steerforth,33563 under-the-red-flag ha-jin 3.88 1581950063 9781581950069 eng 224 356 28 6/1/1998 steerforth
33565,Ocean-of-Words,Ha-Jin,3.81,0375702067,9780375702068,eng,205,419,26,7/28/1998,Vintage,33565 ocean-of-words ha-jin 3.81 0375702067 9780375702068 eng 205 419 26 7/28/1998 vintage
33566,The-Bridegroom,Ha-Jin,3.77,0099422174,9780099422174,eng,225,49,9,10/4/2001,Vintage,33566 the-bridegroom ha-jin 3.77 0099422174 9780099422174 eng 225 49 9 10/4/2001 vintage
33567,In-the-Pond,Ha-Jin,3.71,0099428164,9780099428169,en-GB,160,1252,122,1/3/2002,Vintage,33567 in-the-pond ha-jin 3.71 0099428164 9780099428169 en-gb 160 1252 122 1/3/2002 vintage
33569,That-Was-Then--This-Is-Now,S.E.-Hinton,3.91,0140389660,9780140389661,en-US,159,26776,1630,4/1/1998,Speak,33569 that-was-then--this-is-now s.e.-hinton 3.91 0140389660 9780140389661 en-us 159 26776 1630 4/1/1998 speak
33574,Hawkes-Harbor,S.E.-Hinton,3.13,0765344726,9780765344724,en-US,289,2157,288,10/1/2005,Tor-Books,33574 hawkes-harbor s.e.-hinton 3.13 0765344726 9780765344724 en-us 289 2157 288 10/1/2005 tor-books
33577,The-Collection:-The-Outsiders-/-Rumble-Fish-/-That-Was-Then--This-Is-Now,S.E.-Hinton,4.45,0006751156,9780006751151,eng,448,507,31,6/1/1995,HarperCollins-Publishers,33577 the-collection:-the-outsiders-/-rumble-fish-/-that-was-then--this-is-now s.e.-hinton 4.45 0006751156 9780006751151 eng 448 507 31 6/1/1995 harpercollins-publishers
33581,The-Work-of-Work-Servitude--Slavery-and-Labor-in-Medieval-England,Allen-J.-Frantzen/Ruth-Mazo-Karras/Madonna-J.-Hettinger/Elizabeth-Stevens-Girsch/John-Ruffing/George-Ovitt-Jr./Ross-Samson/Niall-Brady/Douglas-Moffat/David-Aers/Louise-M.-Bishop,3.0,1873448031,9781873448038,eng,240,1,0,8/14/1994,Cruithne-Press,33581 the-work-of-work-servitude--slavery-and-labor-in-medieval-england allen-j.-frantzen/ruth-mazo-karras/madonna-j.-hettinger/elizabeth-stevens-girsch/john-ruffing/george-ovitt-jr./ross-samson/niall-brady/douglas-moffat/david-aers/louise-m.-bishop 3.0 1873448031 9781873448038 eng 240 1 0 8/14/1994 cruithne-press
33608,East-of-Eden,John-Steinbeck,4.37,0613996984,9780613996983,eng,602,35,1,10/1/1992,Turtleback-Books,33608 east-of-eden john-steinbeck 4.37 0613996984 9780613996983 eng 602 35 1 10/1/1992 turtleback-books
33609,Katherine,Anya-Seton/Philippa-Gregory,4.19,155652532X,9781556525322,eng,500,25552,1637,5/1/2004,Chicago-Review-Press,33609 katherine anya-seton/philippa-gregory 4.19 155652532x 9781556525322 eng 500 25552 1637 5/1/2004 chicago-review-press
33614,The-Fourth-of-July-Story,Alice-Dalgliesh/Marie-Nonnast,4.03,0689718764,9780689718762,eng,32,261,19,6/1/1995,Aladdin,33614 the-fourth-of-july-story alice-dalgliesh/marie-nonnast 4.03 0689718764 9780689718762 eng 32 261 19 6/1/1995 aladdin
33615,Fourth-of-July-Mice!,Bethany-Roberts/Doug-Cushman,3.24,0618313664,9780618313662,en-US,32,126,16,5/24/2004,Clarion-Books,33615 fourth-of-july-mice! bethany-roberts/doug-cushman 3.24 0618313664 9780618313662 en-us 32 126 16 5/24/2004 clarion-books
33616,Apple-Pie-4th-of-July,Janet-S.-Wong/Margaret-Chodos-Irvine,3.72,0152057080,9780152057084,eng,40,325,104,5/1/2006,HMH-Books-for-Young-Readers,33616 apple-pie-4th-of-july janet-s.-wong/margaret-chodos-irvine 3.72 0152057080 9780152057084 eng 40 325 104 5/1/2006 hmh-books-for-young-readers
33667,Roses-Are-Red-(Alex-Cross--#6),James-Patterson,4.04,0316693251,9780316693257,eng,400,795,79,11/20/2000,Little--Brown-and-Company,33667 roses-are-red-(alex-cross--#6) james-patterson 4.04 0316693251 9780316693257 eng 400 795 79 11/20/2000 little--brown-and-company
